user,Nodes,Ways,Relations
edutorresvillavicencio,56,8,0
epn dario vargas,56,39,0
EPNDiegoDC,56,19,0
geo_prof,56,10,0
Gloria07,56,9,0
gt303,56,19,0
JacintoC,56,8,0
JenyLoor,56,12,0
JOEL_ON,56,42,0
Maria Angel,56,17,0
Mayliz,34,56,0
SalvaGG,56,25,0
aucas001,55,4,0
Bionay Utpl,55,50,0
EPN-RH,55,11,0
JosuePacheco,55,4,0
karlitosjr,55,19,0
Matteo Natalucci,55,7,0
Michael818,55,15,0
Mirci,55,8,0
Mishe,55,3,0
Epn_MiguelAlvarez,54,17,0
KnoMorales,54,0,0
MartaMVM,54,16,0
pablo mijin quito,54,5,0
PilarPC,54,12,0
yura001,54,0,0
Daniel_Cajilema,53,15,0
ElDonald,53,3,0
emilyeros,53,5,0
EPN_at,53,34,0
epncaos,53,13,0
Fbogeo,53,11,0
FERVARGASM,53,12,0
GabiC,53,3,0
Jhoanna Quijia,53,12,0
jurguevara,53,1,0
LissetteEAS,34,53,0
luisazas,53,9,0
AndresJimenez,52,10,0
ari3104,52,12,0
carlemontd,52,2,0
Dokyunsoo,52,3,0
Gabriela Arevalo,52,32,0
IngridPaola22,52,7,0
Jheiro5dav,32,52,1
JOSE LUIS CHUQUIMARCA SARAGURO,52,8,0
kaito04,52,9,0
MRigal,52,12,0
nattyp,52,13,0
phjarry,52,12,0
rdalejandro,52,9,0
Andulika,51,0,0
ccloquet,51,11,0
DavidGorriti,51,8,0
EPN Solymar Merino,51,12,0
EPNJavierViracocha,7,51,0
EPNyessi,51,11,0
Fabricio-Ganger,51,1,0
lgdiazf,51,12,0
Paula Pinzon Sotomayor,51,13,0
Steven Muñoz,5,51,0
djroars,50,3,0
eailderton,50,5,0
Glassman,50,6,0
Hoelper,50,7,0
ivanchoyerovi,50,30,0
Marissoares,50,8,0
poito,50,12,0
StalinAlexander,50,9,0
360noscopexxx,49,15,0
adas,49,2,0
Arnold Quistial,49,29,0
davdevelo,49,7,0
EPN_Jeffo,49,35,0
ESPINomar,49,13,0
fabiocast27,49,16,0
Hans Leon,49,35,0
InFiDeL0020,49,13,0
IreneGIS,49,8,0
Jefferson Espinoza,49,46,0
JonPzdeH,49,40,0
Luis Daniel Tobar,49,23,0
Ricardo Pizzuto,49,19,0
Sakura01,49,18,0
Teiron,49,13,0
tonnyec,49,3,0
Alan Geograma,48,14,0
Alucard9900,32,48,0
AndrewSauls,48,6,0
Carlos Preciado,48,11,0
Carlos Quiahpe Parra,48,2,0
jsrg,48,9,0
TayPo13,48,17,0
Alex-epn,47,13,0
bixoducoco,47,6,0
diegoguayasamin,47,8,0
Diegoku26,47,2,0
Harrison Pico,47,11,0
hedwin94,47,23,0
Kyleee06,47,13,0
qwqwr,21,47,0
EPN_Daniel,46,11,0
LeonelMarcelo,46,0,0
markcdejong,46,2,0
SebastianEPN,46,15,0
Sianski,46,10,0
vtcraghead,46,6,0
Andrea Sangurima,45,20,0
cindy Pesantes,45,18,0
Cristhian Chulca,45,31,0
EPNCynthia,45,10,0
Iker Garcia,45,9,0
kdano,45,6,0
Klever Alex,45,8,0
Xabier Hortelano,45,8,0
xAd Fallon,45,1,0
ccalista,44,2,0
marcoanazco,44,8,0
mariko_nagano,44,3,0
David Mateo Terry,43,5,0
DianaElizabeth,43,5,0
Diego Enríquez,43,33,0
Epn Bryan,43,1,0
EPN Oscar Sambache,35,43,0
EPNSTALINPINOS,0,43,0
estefaniaszam,43,20,0
Hector Vector,43,5,0
Isabel Rodas,43,22,0
Mehdi29j,43,4,0
Priscila Solis,37,43,0
Raul_Van,43,4,0
srija,43,5,0
Valeria Ochoa,43,10,0
aguay091,42,10,0
artemist,42,2,0
Eddy DY,42,6,0
EPN-JulioMora,25,42,0
hawkins12,40,42,0
jcrodriguez6,42,1,0
Jey Plaza,42,11,0
JWalker1998,4,42,0
Katti11v,42,12,0
kelp_Now,42,2,0
LeslyJordania Villagran,42,8,0
Luciano Galán,42,23,0
nekopq,42,29,0
PatricioC,42,7,0
ricardo9510,42,7,0
Sandrita2,42,15,1
cristti,41,7,0
EPNgj07,41,2,0
EPNPato,22,41,0
Jorge Campoverde,19,41,0
karjung,41,3,0
LENIN EL CRACK,41,4,0
Lufarap,41,5,0
pabloch_utpl,41,8,0
Sofia Fierro,41,35,0
STALIN PUMA,41,23,0
teresaluisa,41,28,0
Agustin Nervi,40,4,0
EPNkevinh,40,10,0
ErikaAguilar,40,5,0
kelly pineda,40,11,0
pablo ortiz galarza,40,7,1
pedrompsantos,40,6,0
VeronicaGSP,40,12,0
arqdidrovo,39,18,0
EPN_DavidG,39,3,0
EPN_Leon713,39,1,0
EPN-JavierT,39,5,0
EPNricardo1911,39,11,0
sergio_arnal,4,39,0
Almudena Badia Pinilla,38,5,0
dilena4486,38,12,0
EPN_HELC,38,16,0
EPNrafaelsisalema,38,28,0
Hundehalter,38,3,0
jhosep,13,38,0
JustinG21_,38,11,0
nest95,38,5,0
rmedrano89,38,8,0
AdrianaQL,37,7,0
Alex FG,37,18,0
Bastenbas,37,6,0
CristianPatricio,37,12,0
DayanaraRuales,37,12,0
Dennisfadm,37,10,0
EDDU URBAN,37,20,0
elikary,37,6,0
EPNsanthii,37,16,0
Freddy Guzmán,37,12,0
Isabela Menacho,22,37,0
jfreakp,37,0,0
JOHANA ALBAN,37,7,0
Mauricio Azálgara Bedoya,37,8,0
xaviermolina,37,0,0
alvofot,36,3,0
belborja,36,1,0
EPNjuanpumisacho,34,36,0
EpnKevinM,36,0,0
EPNSamEsteban,36,5,0
G_Arq_Ucuenca,36,1,0
Ginesjm,36,4,0
Jorge Hernández Marín,36,0,0
jose miguel argudo,36,7,0
JudithJP,36,9,0
karoceli_utpl,20,36,0
LeviLevad,36,3,0
Mate Cando,36,0,0
nordsørøstvest,36,4,0
Rikys,36,13,0
VictorTituaña,36,10,0
Alex Beltran,35,26,0
Angy Yamasqui Angamarca,35,6,0
Betsy_Belen,35,8,0
Danny24,35,10,0
Edu15pm,35,2,0
EPN_Neos21,35,4,0
FEERGGO,35,2,0
GiniLG,35,9,0
JoaquinCardenasV,35,18,0
jonnas,21,35,0
JuanCartografop,35,8,0
raul5219Akd,35,14,0
tefita_lizzie93,35,18,0
ValeriaChile,35,5,0
zxiiro,35,6,0
cucugbl,34,3,0
EPN_viniQ,34,34,0
EPNmichelle,34,13,0
jcryemo,34,6,0
luispicci,34,3,0
msdess,34,2,0
Saizarjon,34,5,0
saraerro,34,2,0
Amaia92,33,1,0
AndrewSnow,33,3,0
Cristhian Gaona Castillo,33,7,0
Eloy1994,33,32,0
jefferson paul siguencia sumi,33,5,0
Matias M,33,18,0
TyBirdBenjamin86,33,23,0
BASTILLE,32,0,0
cazs27,32,1,0
Daichizu,32,0,0
ECU2112,32,0,0
epn jacinto,17,32,0
EPNJavy,32,1,0
Hector Miguel Ch,32,12,0
Iván Santiago,32,2,0
Kerly Ton,32,5,0
Luis SG,29,32,0
Maick7011,32,6,0
Mdermul,32,8,0
nacalderon,32,23,0
Tania Cueva,32,2,0
Xaviergato19,32,7,0
Ximena Marcela,32,8,0
Cristian Salazar,31,0,0
EPN_Fabricio Alvear,31,9,0
EPN_Grace,31,1,0
EPN_propietarios,31,7,0
HenryIvan,31,2,0
Isacodes,31,11,0
JoseMA26,31,6,0
Lizett Enrìquez,31,5,0
MiguelAngel_Medina,31,7,0
Pablo Crespo,12,31,0
pbeauchemin,31,5,0
PEMARIN,31,3,0
portami,31,31,0
Santiago Lucero,31,2,0
_miriam,19,30,0
BicIvan,30,20,0
crox,30,2,0
El Profe Iván,30,18,0
EPNcarlosq,4,30,0
gabri29,30,21,0
Gabriela19,0,30,0
Israel_Paredes,30,7,0
Johnny_g,30,7,0
lnseitz,30,0,0
monica_novoa,30,4,0
Pat Tressel,30,13,0
pepejoseepn,30,5,0
teganf,30,18,0
Valeria Barrera,30,4,0
cristopher123456789,29,3,0
datastory,29,19,0
EPN_David93,29,14,0
EPNricardo,29,1,0
Jaguz4,17,29,0
Jorge Medina,29,0,0
Luis Bryan Terrones Chumpitaz,29,2,0
mbonnefoy,10,29,0
paul villacis,29,7,0
Phil Klein,29,1,0
RCHAVEZ,29,0,0
Sofia G,29,4,0
wdolphin,29,7,0
widedangel,29,5,0
xverges,29,0,0
ZONA4-MINDEP,29,4,0
Asensio_5000,28,2,0
Brayan03,11,28,0
Catherine Haustein,28,4,0
CRISTIAN CABASCANGO,28,5,0
dany freire,28,22,0
dragibog,28,7,0
Elisa2004,28,2,0
EPN Luis Velásquez,28,25,0
EPN_Eddymir,28,0,0
EPNSiamara,11,28,0
Estefania Gonzalez,28,10,0
Farcas David,28,0,0
gestebanor,18,28,0
Giane Moreno,28,5,0
helgesene,28,7,0
Hidrogeomatica,28,1,0
jcarranzaUTPL,25,28,0
jennydayan,28,3,0
JTvinishan,28,11,0
julienfastre,28,1,0
karen robalino,28,8,0
Ricky_AGU,28,0,0
robertoguachi,28,14,0
timdig,28,5,0
XenkGucci,28,4,0
Andres Campaña,27,6,0
andres96,27,1,0
daamayac,20,27,0
diana56,27,8,0
Faustomaria,27,5,0
highflyer74,27,26,0
jeiken,27,24,0
kirbycharles,27,0,0
mebe1011,0,27,0
nogal22,27,8,0
rrebe,27,3,0
AndreaPoti,26,13,0
B3ck,26,3,0
clematty,26,22,0
Da21,26,14,0
Epn_SebastianAvalos,26,3,0
JuanjoQz,14,26,0
matias1799,26,4,0
shavy_utpl,26,12,0
Borja Matesanz,25,11,0
cgidrobo_UTPL,25,16,0
cippo1999,25,11,0
CLJO,25,2,0
DiegoSM,25,21,0
Dina Dahood,25,5,0
EPNKaren,25,6,0
jacov,25,3,0
Mauricio20,25,2,0
Ricardo Gomez,25,7,0
spaceclipse,25,6,0
Andre_Jaramillo,24,4,0
andreabianco1,24,4,0
befana,0,24,0
Cinthia Robles,24,9,0
EPNEDISONG,0,24,0
Jona Silva,24,13,0
kokeinyesdi,24,5,0
shailyparikh,0,24,0
AdrianVe,23,0,0
AkshayaC,23,3,0
Cristiutpl,23,1,0
dejan_10,23,3,0
epnleninmontalvo,23,16,0
HP-Nunes,23,8,0
Jessica Celi,16,23,0
pame22,23,2,0
Pit_killer,23,17,0
Rober Yanangómez,23,12,0
Sara Mangialardo,23,4,0
TaniaMejia,23,5,0
clhenrick,22,10,0
corsario25,22,2,0
EPNanthony_1997,22,12,0
Esiquio Iglesias,22,8,0
FvGordon,22,10,5
Ginger Sipion,22,5,0
IsabelCarrasco,22,18,0
joanaguedes,8,22,0
Kevin Carrillo,22,18,0
MISA_AGU,22,4,0
Pao Páez,22,4,0
pfcb,22,10,0
Renato1815,22,18,0
samuelito3,22,0,0
Byron-Iván97,21,1,0
Domenica Garcia,21,2,0
Eduard_Romeu,21,4,0
EPNDavcg5,21,2,0
epngabriela_ron,21,1,0
Fabricio Gavilanes C,21,2,0
Fahmida Yasmin,21,1,0
Gorkymunoz,21,8,0
Ivan Cumana Navia,21,1,0
JairoMC,21,9,0
kros96,21,2,0
MIGUEL O,21,5,0
MikeGost,21,5,0
mpineda,21,4,0
nathalievanroy,10,21,0
NunoCaldeira,21,3,0
Polet Vélez,21,0,0
Stephanie Frias,21,5,0
tavooca,21,4,0
unidos para ecuador,21,6,0
Viviana Martíez,21,10,0
Alex Guerrero,20,3,0
Andrea_Vill,20,10,0
Barce campeon 15,20,1,0
Christian Pinguil,20,17,0
Demium,20,15,0
DiegoMorenoP,20,7,0
Dome J,20,0,0
EPN-Jonathan95P,20,4,0
EPNJAVIER,20,1,0
estudiantes APC,20,5,0
fannybas,20,7,0
Grzegorz Antoskiewicz,20,5,0
GV_esme,20,3,0
jorgeiza,20,10,0
KeFAnda,20,6,0
lyzidiamond,20,0,0
Manu Jurado,20,5,0
reg111,20,0,0
rosanijhof,20,12,0
stifler123,20,3,0
Tylar714,20,5,0
wladimir1995,20,1,0
akim96,19,4,0
dragon169,19,0,0
EPNKatty,19,4,0
Frans Naranjo C,19,4,0
Jessenia,19,13,0
KimoBos,19,14,0
melpe,19,3,0
PAUL VALLE,19,3,0
Thejasco,19,9,0
Vickynar,19,4,0
victor7480,19,2,0
AdamCS,18,1,0
edwinchambar,18,8,0
emivaldivieso10,1,18,0
epuga,18,8,0
HOMERO OTAVALO,18,0,0
Hugo Montero,18,2,0
ivntres,18,2,0
Vanni Rodriguez,18,1,0
cfelipes,17,1,0
Christian Castro,1,17,0
EPNLilianRaquel,17,4,0
Fercho10,0,17,0
Guichmuch,17,6,0
javierlazo,17,3,0
JeanPierreRG,17,14,0
jonathanywilliam,17,3,0
Jonny1991,17,1,0
joseph number 1,17,3,0
KatiaV,17,3,0
M Calderon,17,1,0
MauricioMarino,17,3,0
mikewilliamson,17,1,0
Mishell Cruz,17,5,0
pablosorio,17,4,0
Robert Enríquez Reyes,17,2,0
Sarvihepo,17,0,0
ajuliana,16,6,0
Analy,10,16,0
Andrea Camacho,16,10,0
andrewwiseman,16,1,0
Brad Berry,16,3,0
bryan94,16,1,0
Carlis_UTPL,16,5,0
charlesbbc,16,3,0
Chima Onyia,16,0,0
cpgudinio,16,4,0
Daniel Aguirre Velez,16,4,0
Domenica Cabrera,16,11,0
EPN_KevinCalvache,16,1,0
epnalexisppjb,16,10,0
idjih,16,5,0
Jennings Anderson,16,5,0
jorge buelvas,0,16,0
José Corcuera,16,9,0
JuanJoJa,16,4,0
klaberlang,16,4,0
maria fernanda avila montejo,16,3,0
mcalispa,16,2,0
mikelmaron,16,1,0
Paola C,16,2,0
rza31,12,16,0
TanyRea,16,4,0
VictorVelarde,16,7,0
Andy Suntaxi,15,3,0
Dantebc,15,2,0
EPNshava,15,8,0
EPNSoniaD,15,7,0
Johnpe,15,1,0
Julia Graham,15,8,0
JuliaW2222,15,12,0
MAAM_2016,15,1,0
Raph_,15,11,0
sncooper,15,0,0
Stylwix,15,9,0
alejandrohernandezCol,14,6,0
calvo2015,14,2,0
EDMUNDO VINTIMILLA,14,3,0
EPNmapping,14,1,0
evelyn carrera,14,11,0
Henry Vallejo,14,0,0
juusokor,14,2,0
mpaezcev,14,0,0
pdxshark,14,2,0
ramiromp,14,0,0
rsguayax,14,1,0
XavierZ,14,4,0
4ndresG,13,3,0
AngelCast,0,13,0
Blogus,13,2,0
clachi,13,3,0
DavidLaraD,13,13,0
dayan7,13,0,0
EPN jaime yerovi,13,5,0
fdbaquero,13,4,0
gianmarcoinsolito,13,1,0
inakijimenez9,13,2,0
Jon Caris,13,3,0
Josuer,13,1,0
juanmiguel113,12,13,0
julis13,0,13,0
nbusto,13,0,0
oscarhll,13,6,0
Sergio Prduña,13,5,0
AmaretoCR,12,11,0
AndresC1,12,3,0
axlotz,12,1,0
bgirardot,12,1,0
Camilo2004,12,0,0
davidgranadog,12,8,0
domee23,12,1,0
doris cifuentes,12,3,0
Guepek,12,9,0
IREAMilanoGIS,2,12,0
Jean Q,12,2,0
johavillavicencio,5,12,0
lein11,12,4,0
MapScoper360,12,1,0
Marcos Alcivar,12,4,0
MATEOXDEXDXXDXDXDXDXDXDXDXDDXDXDXDX,12,3,0
Nicole Genchur,0,12,0
philfelipe,12,2,0
rodowi,12,3,0
shashish,12,3,0
Snoboa,12,8,0
SteveP2000,12,2,0
thirteen,12,5,0
WVU19USA,12,2,0
xloayza,12,3,0
Zergalari,12,3,0
@Anastasia1984,2,11,0
ampaAlegria,11,1,0
BarbarianH11,11,2,0
Bluevdr,11,3,0
Chealex,11,1,0
DavidVinueza,4,11,0
EPN_Freddy,11,3,0
EPN_josegonzalez,11,8,0
EPNCARLAALVAREZ,11,0,0
EstefaniaAguilar21,11,1,0
Gabriela López,11,0,0
GeovannaPila,11,0,0
hans el crack,11,0,0
Jhonatan Cajamarca,11,1,0
Juan Villavicencio,11,0,0
mapper999,0,11,0
rafemoro,11,2,0
Redlipmafia,1,11,0
XaviTorres,11,0,0
adicazen,10,4,0
Amo Ecuador,5,10,0
Boris Mateo,10,2,0
Bruno Gonçalo De Brito Duarte,10,1,0
bubix,10,2,0
CaseyFrost,0,10,0
Céline Moreau,10,0,0
Edisong,10,0,0
Franca1983,10,2,0
Hayden-G230,10,2,0
Jaker95,10,3,0
Lizzb,10,2,0
mauricio-daniel001,9,10,0
poliamor,10,2,0
Rocio Gonzalez Toral,10,0,0
rulight,9,10,0
WsVs13,10,0,0
alexisxavier94,9,2,0
Andrea5795,9,1,0
antonio9696,9,1,0
brittdawn,8,9,0
BryanCarrion,9,1,0
Daniela Arias,9,5,0
Diegol Pérez,0,9,0
EPN Fabrizzio Capito,9,1,0
EPN Katherine Vela,1,9,0
Génesis,9,1,0
Geovanny Muñoz,9,4,0
Jefferson Acán,9,2,0
jodiemac,9,2,0
KSAMUEL AG,9,2,0
Luis Armijos,9,2,0
LuisGalanRamirez,9,0,0
Nathalia Florian,4,9,0
Piri Reis 82,9,0,0
RENE JRSC,9,2,0
Vicente delgado,9,5,0
XavierEstevez,9,1,0
Abraham Moran,8,0,0
AlejandroECU,8,6,0
andresmf,8,0,0
ari22004,8,2,0
Bryan_7,8,6,0
Carlos Sampedro,8,3,0
chernanma,8,2,0
EPN Santiago,8,2,0
EPN-Jlleonb,3,8,0
EPNBely,8,3,0
EPNchristianPadilla,8,2,0
GabrielSebastianMoise,1,8,0
Gema  Zumba Acosta,8,1,0
geomigue10,8,2,0
girlscout00,8,3,0
hugjmldu,8,2,0
iitarekiiz,8,1,0
Javier Turner,8,0,0
jennnfer,8,2,0
JOFER ARMIJOS,8,2,0
lunalovegood567,8,3,0
maytico,8,2,0
mizu87,8,4,0
Nando Gy,8,0,0
ragutierrez,5,8,0
Sebastián Jaramillo Alvarado,8,1,0
Starmax777 Starmax777,8,2,0
vido1992,8,5,0
Yessenia Soledad,8,3,0
YoelHP,8,0,0
an333,7,0,0
Andrea Ruiz Cisneros,7,3,0
Autumn BX,1,7,0
bartolo34,7,1,0
Curranmj,7,0,0
Eli-J,7,3,0
favillavicencio,7,1,0
ferkevin,7,3,0
Janneth Viñansaca,7,0,0
Javi APS,7,3,0
javimaiza,7,3,0
Karen Jara,4,7,0
Madskiier_JWong,7,0,0
mariu_utpl,7,0,0
PilarP,7,2,0
Rafoso,7,0,0
toptheory,7,2,0
Carlitos1,2,6,0
cesarfrancisco_77,6,3,0
Danielle_Barlow,6,1,0
EPNkleber,6,2,0
EPNPedroCuasqui,6,5,0
fujihara,6,1,0
Gabi Samaniego,0,6,0
hulyom,6,0,0
J_Vergne,0,6,0
JaimeDario,6,1,0
JenSchellinck,6,0,0
Juank Paucar,6,0,0
kurek,2,6,0
Malena Loza,6,0,0
María Del Carmen Quizhpi Calle,6,0,0
MarioCart_ographer,6,4,0
Martha Rosero,6,1,0
Mayu Centeno,6,2,0
nicolas17,6,1,0
pardo 20042007,6,1,0
Ruben Rumipamba,4,6,0
spatrick467,5,6,0
45723,5,2,0
ADÁN GUZMÁN,5,1,0
Ana Lu Baldeón,5,1,0
Andrearaujo,5,1,0
Angel Valdiviezo,5,0,0
Azulramiro,5,0,0
Carlos Caiza,5,1,0
chrisdilbert,5,1,0
cmcarfer,5,0,0
CyntiGaby,4,5,0
DanielaUTPL,5,2,0
DellDor,5,0,0
EPNRonnyDaniel,0,5,0
Francisco Bravo,5,1,0
Frank Sierra,5,0,0
fredyagaton,5,0,0
fredymales,4,5,0
GeoCastellanos,4,5,0
Gingerbread,5,1,0
gracemerchan,5,1,0
Jonathan Morocho,5,1,0
lewie,5,2,0
ManuAPAW,5,0,0
manukorp,5,0,0
Martyaloka,5,1,0
Melania int,5,0,0
NeonCraft425,5,1,0
Pantalla07,5,1,0
pibanezdeelejalde,5,0,0
psanchezh,5,1,0
Ramroj,5,1,0
rmena,5,1,0
rubitorres,5,1,0
Shirabel Bonilla,5,0,0
ufoloko,3,5,0
vinioo,5,2,0
yodha,5,1,0
@albarosado,4,1,0
adamants,4,3,0
aksimms,4,0,0
Alfonso_Moya,4,1,0
Anaile,0,4,0
antekzone,4,1,0
AntoninaVM,4,0,0
argoon,4,1,0
BenAcevedo,4,0,0
bianca050893,4,0,0
Brian_V|,4,1,0
Brice Lesage,4,0,0
Byron2000,4,0,0
caccia00,4,2,0
Carucho,4,0,0
Dariospectre,4,1,0
davidvive,4,0,0
DOLORES REXACHS,4,1,0
domenicasolano,4,2,0
Emily Yanez,4,0,0
Enrique6,4,1,0
eperleper,4,1,0
EPN_Ricardo,4,1,0
EPN_Santiago_Andres,4,2,0
EPNLucy,4,3,0
Eric HIdalgo,4,1,0
Farid Saud,4,1,0
Fatima_C,4,1,0
fcasanova,4,0,0
FRAMCA,4,2,0
Gabriela Metivier,4,1,0
gabrielmorales92,0,4,0
GaelleLG,4,1,0
hablack2,4,0,0
Hiroyuki725,4,3,0
hughdgray,4,1,0
ida macarena,4,1,0
jaimec13,4,2,0
Jose Suquillo,4,1,0
jozmaldonado,4,2,0
laurafiandaca19,4,2,0
Lisa Chong,4,2,0
Luisss27,4,0,0
mafer23,4,1,0
Marcefer,4,0,0
María Alejandra Lache,4,1,0
mataharimhairi,4,0,0
Nirab Pudasaini,4,1,0
osea_utpl,4,1,0
paulmartinez21,4,0,0
R0bst3r,0,4,0
RebeccaF,4,1,0
Sakomaru,4,1,0
samybuu,2,4,0
sergiopero,4,1,0
sofianieto,4,4,0
Stalin Garcia,0,4,0
StanLucassen,4,2,0
vmbuitron,4,0,0
wfabricms,4,1,0
XAVIER MACHUCA,4,2,0
Xavivy Puchaicela Ortiz,4,0,0
Adrian Pino,3,3,0
Alejandro Erreyes,0,3,0
Alexis Anchundia Cevallos,3,0,0
baditaflorin,3,0,0
Cem Sultan,3,2,0
cesar-gustavo,3,0,0
chelo zeta,1,3,0
Darwin Sucuzhañay,3,0,0
dieguzman1988,0,3,0
Dome Y Cami :3,3,3,0
edigab,3,1,0
EPN_Dennis,0,3,0
EPN_Marlon,3,3,0
epva,3,0,0
Ériko,3,0,0
Esteban Bajaña,3,3,0
Fabrizzio Valdivia,2,3,0
Felipe Del Busto,0,3,0
francisco_venes,2,3,0
Greeys,3,0,0
Hernan_elejalde,0,3,0
Ian Beyer,3,0,0
Jeff PH,3,0,0
juandave,3,2,0
KarenVL,3,1,0
Mauricio Aviles,3,0,0
methowmade,0,3,0
OscarDiago,3,1,0
sherylu,3,1,0
steven universe,3,1,0
Vinicio Geovanny,3,0,0
Alejo Sanchez 2909,2,0,0
Alex Berzosa,2,0,0
alexandraCabrera,0,2,0
andreszamast,1,2,0
androblue90,2,0,0
Antonio Oramas,2,0,0
Arantxa Ortiz,2,0,0
Aza Cristian,0,2,0
Borcar11,2,0,0
CARO30,2,1,0
centrinav,2,0,0
choess,1,2,0
Christian John López Quimi,2,0,0
ColinReilly,0,2,0
cookry,2,0,0
Daniel Silva Ramos,2,0,1
DanielOchoaDonoso,2,0,0
Diego F Coral,2,0,0
DiegoJMA,1,2,0
dmgroom_ct,2,0,0
ecarpioj,2,0,0
EPN_jeffersoinpm,2,0,0
EPNMontserrat,0,2,0
Felipe Valle,0,2,0
Fernando Vilariño,0,2,0
jbone,1,2,0
JRCO,2,0,0
leslydaniela,2,0,0
locofabro,2,0,0
Manuel Bardales,2,2,0
Mario LoFruscio,2,0,0
Michael Méndez,2,0,0
Milton Muñoz,2,0,0
mojodna,0,2,0
natherr,2,0,0
ninip,0,2,0
Pame Rugel,0,2,0
pardo163,1,2,0
Rodarturoh,2,0,0
Sakums,2,2,0
Stan_G,2,0,0
superducky94,0,2,0
vitoac22,2,0,0
XAd_Anita,1,2,0
AB77,0,1,0
Alex Santiago Gs,1,0,0
Alex252627,1,1,0
Andres Reyes Cortez,1,0,0
anthapafe,1,1,0
antomora,1,0,0
AQ151362,1,0,0
ariss chavez :),0,1,0
Brendan Janda,1,0,0
Bryan Arce,1,0,0
Camilo Leon Reyes,1,0,0
Carlos Guamanquispe,1,0,0
CaroVillamil,0,1,0
casm37,1,0,0
Chri Stian,1,0,0
Christian Montano,0,1,0
claudiaii,1,0,0
cnaranjo315,0,1,0
Costa del Sol guest house,1,0,0
Cristhian Lajones Nazareno,1,0,0
Cristian Vivanco González,1,0,0
Dadivoso69,1,0,0
Daniela Orellana,0,1,0
danielaguerron,0,1,0
danielMartinezUCE,0,1,0
DARIOVERA,1,0,0
darthmiguel,0,1,0
Diego Bustos,1,0,0
Diego Molina Mesias,1,0,0
Dof,0,1,0
Edison Salinas,1,0,0
Edison Villamar,1,0,0
Elvis Andrés Lindao Doyleth,1,0,0
EPN KATHERINE QUINATOA,0,1,0
Esfera Radio Activa Sigsig,1,0,0
espinozahg,0,0,1
Fabricio18Ramirez,0,1,0
Fernando Velasteguí,1,0,1
Francisco Malca,1,0,0
Fred Flores,1,0,0
Freddy Gustavo Contreras Calderón,1,0,0
Gabriel Villa Flores,1,0,0
geociencio,0,1,0
Geovanny Aguirre,1,0,0
GONZALO VILLACRES,1,0,0
Guillermo Sandoval,1,0,0
Henry Mauricio,1,0,0
Hotel Residencial Gran Plaza,1,0,0
Igor Vladyka,1,0,0
iPoolerazo caicedo,1,0,0
Irina Y,1,0,0
israel naranjo,1,0,0
James Bermeo,1,0,0
Javier Urgiles Ortiz,1,0,0
jes E,1,1,0
Jhefferson Geovanny Toscano,1,0,0
Jim Astudillo S,1,0,0
jimmybersoza,1,0,0
John Madrigal,1,0,0
Jonathan Conlago,0,1,0
Jorge Andres 69,1,0,0
JorgeLuisC,1,0,0
Jorimor,0,1,0
José Luis Córdova,1,0,0
Jose Ruiz,1,0,0
Jose Viteri,1,0,0
jptolosa,1,0,0
Juan Argente,0,1,0
JUAN DOMINGUEZ,1,1,0
juanurgilesc,0,1,0
Justjorg3,1,0,0
Lenin Muñoz Toala,1,0,0
Luis Lucero,1,0,0
Maria Zambrano,1,0,0
Mario Esteban Andrade,1,0,0
Methi,1,0,0
mhsMapper,0,1,0
mitruc,0,1,0
Mybeloveds,1,0,0
PabloSan,1,0,0
paupau87,1,0,0
Pedro24,0,1,0
Richard1205,1,0,0
RICHARDOPMELEC,1,0,0
RosiUVM,0,1,0
Smurcho,0,1,0
solarempire,0,1,0
Stephy Andrade V,1,0,0
Steven Armijos,1,0,0
thuggerthugger55,1,0,0
tipofmybrain,1,0,0
TitoPV,1,1,0
Velasquez Genner,1,0,0
Walter Valverde,1,1,0
Wendyotavalo,1,0,0
wets,1,0,0
Xavico_Espinoza,1,0,0
xavier aguayo,1,0,0
Xavier Quintuna,1,0,0
